idregion,iddistrict,idchiefdom,idsection,sch_type,idschool_name
SOUTHERN,BO,BUMPE NGAO,BUMPE,A. Pre- Primary,UNITED BRETHREN IN CHRIST JUSU MEMORIAL PRE-PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,BUMPE,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,BUMPE,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,BUMPE,B. Primary,UNITED BRETHEN IN CHRIST PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,BUMPE,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,BUMPE,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,BUMPE,B. Primary,CHRIST  IS THE ANSWER MISSION PRIMARY SCHOOL C A M)  
SOUTHERN,BO,BUMPE NGAO,BUMPE,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,BUMPE,B. Primary,UNITED BRETHEN IN CHRIST PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,BUMPE,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,BUMPE,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,BUMPE,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,BUMPE,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,DASSAMU,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,FOYA,B. Primary,METHODIST PRIMARY  
SOUTHERN,BO,BUMPE NGAO,FOYA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,KORTUMAHUN,B. Primary,ISLAMIC CALL SOCIETY PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,KPETEMA,B. Primary,UNITED BRETHEN IN CHRIST PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,KPETEMA,C. Junior Secondary,NGAO COMMUNITY JUNIOR SECONDARY SCHOOL  
SOUTHERN,BO,BUMPE NGAO,KPETEMA,B. Primary,NAMYA ISLAMIC PRIMARY SCHOOL  
SOUTHERN,BO,BUMPE NGAO,KPETEMA,B. Primary,UNITED BRETHEN IN CHRIST PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,KPETEMA,B. Primary,NEW HARVEST PRIMARY SCHOOL  
SOUTHERN,BO,BUMPE NGAO,KPETEMA,B. Primary,ISLAMIC CALL SOCIETY PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,SAHN,B. Primary,"HILL TOP  PRIMARY  SCHOOL ,  OMWOTO  WAYIEBU  "
SOUTHERN,BO,BUMPE NGAO,SAHN,B. Primary,UNITED BRETHEN IN CHRIST PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,SAHN,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,SEMBEHUN JUNCTION,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,SERABU,A. Pre- Primary,"SACRED HEART PRE - SCHOOL  , SERABU  "
SOUTHERN,BO,BUMPE NGAO,SERABU,B. Primary,SACRED HEART ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,SERABU,C. Junior Secondary,SERABU VOCATIONAL SECONDARY SCHOOL  
SOUTHERN,BO,BUMPE NGAO,SERABU,B. Primary,NATIONAL ISALIMIC PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,SERABU,B. Primary,HOLY ROSARY PRIMARY  
SOUTHERN,BO,BUMPE NGAO,SEWAMA,B. Primary,SAINT JOHN ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,SEWAMA,B. Primary,KANKAYLAY  ISLAMIC PRIMARY  SCHOOL  
SOUTHERN,BO,BUMPE NGAO,SEWAMA,B. Primary,UNITED BRETHEN IN CHRIST PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,SEWAMA,B. Primary,UNITED BRETHEN IN CHRIST PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,SEWAMA,B. Primary,UNITED BRETHEN IN CHRIST PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,SEWAMA,B. Primary,"KANKAYLAY  ISLAMIC  PRIMARY  SCHOOL  , MOKPENDEH  "
SOUTHERN,BO,BUMPE NGAO,SEWAMA,B. Primary,KANKAYLAY ISLAMIC PRIMARAY SCHOOL  
SOUTHERN,BO,BUMPE NGAO,SEWAMA,B. Primary,KANKAYLAY  ISLAMIC PRI  SCH  
SOUTHERN,BO,BUMPE NGAO,SHAN,B. Primary,NJORBORHUN COMMUINTY SCHOOL  
SOUTHERN,BO,BUMPE NGAO,SHAN,B. Primary,HILL TOP PRIMARY SCHOOL  
SOUTHERN,BO,BUMPE NGAO,SHAN,B. Primary,NATIONAL ISALIMIC PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,SHAN,B. Primary,"HILL TOP  PRIMARY  SCHOOL  , TABLAHUN  "
SOUTHERN,BO,BUMPE NGAO,TANINAHUN,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,TANINAHUN,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,TANINAHUN,B. Primary,UNITED BRETHEN IN CHRIST PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,TANINAHUN,B. Primary,NATIONAL ISALIMIC PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,TANINAHUN,B. Primary,UNITED BRETHEN IN CHRIST PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,TANINAHUN,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,TANINAHUN,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,TANINAHUN,B. Primary,UNITED BRETHEN IN CHRIST PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,TANINAHUN,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,TANINAHUN,C. Junior Secondary,BANTA JUNIOR SECONDARY SCHOOL  
SOUTHERN,BO,BUMPE NGAO,TANINAHUN,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,TANINAHUN,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,TANINAHUN,B. Primary,UNITED BRETHEN IN CHRIST PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,WALIHUN,B. Primary,JIMMINGA COMMUNITY PRIMARY  
SOUTHERN,BO,BUMPE NGAO,WALIHUN,C. Junior Secondary,COMMUNITY JUNIOR SECONDARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,WALIHUN,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,WALIHUN,B. Primary,SAINT JOSEPH ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,BUMPE NGAO,YENGEMA,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,GBO,GBO,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,GBO,GBO,C. Junior Secondary,C.P. FORAY MEMORIAL JUNIOR SEC. SCH.  
SOUTHERN,BO,GBO,GBO,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,GBO,GBO,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,GBO,GBO,B. Primary,UNITED BRETHEN IN CHRIST PRIMARY SCHOOL
SOUTHERN,BO,GBO,GBO,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
SOUTHERN,BO,GBO,MAYU,B. Primary,ALADURA PRIMARY SCH.  
SOUTHERN,BO,GBO,NYAWA,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,GBO,NYAWA,B. Primary,AL-QUDUS ISLAMIC PRIMARY SCHOOL MOLENDEH
SOUTHERN,BO,GBO,NYAWA,B. Primary,"TRANSFORMATION PRIMARY SCHOOL,  MOLENDEH  "
SOUTHERN,BO,JAIAMA,LOWER KAMA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,JAIAMA,LOWER KAMA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,JAIAMA,LOWER KAMA,C. Junior Secondary,AHMADIYYA MUSLIM JUNIOR SECONDARY SCHOOL
SOUTHERN,BO,JAIAMA,LOWER KAMA,C. Junior Secondary,ISLIMIC CALL SOCIETY JUNIOR SECONDARY SCHOOL
SOUTHERN,BO,JAIAMA,LOWER KAMA,C. Junior Secondary,JAIAMA BONGOR SECONDARY SCHOOL KORIBONDO  
SOUTHERN,BO,JAIAMA,LOWER KAMA,D. Senior Secondary,"JIAMA  BONGOR  SECONDARY  SCHOOL  , KORIBONDO  "
SOUTHERN,BO,JAIAMA,LOWER KAMA,A. Pre- Primary,"MULOMA MAADA  BIO MEMORIAL PRE-SCHOOL  , KORIBONDO  "
SOUTHERN,BO,JAIAMA,LOWER KAMA,B. Primary,MULOMA MAADA BIO PRIMARY  
SOUTHERN,BO,JAIAMA,LOWER KAMA,B. Primary,ISLAMIC CALL SOCIETY PRIMARY SCHOOL
SOUTHERN,BO,JAIAMA,LOWER KAMA,B. Primary,SAINT MICHAEL'S PRIMARY  
SOUTHERN,BO,JAIAMA,LOWER KAMA,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
SOUTHERN,BO,JAIAMA,LOWER KAMA,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
SOUTHERN,BO,JAIAMA,LOWER KAMA,B. Primary,YOUNG MUSLIM PRIMARY  
SOUTHERN,BO,JAIAMA,LOWER NYAWA,B. Primary,AMERICAN CALVARY BAPTIST CHURCH PRIMARY  
SOUTHERN,BO,JAIAMA,LOWER NYAWA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,JAIAMA,LOWER NYAWA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,JAIAMA,LOWER NYAWA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,JAIAMA,UPPER KAMA,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,JAIAMA,UPPER KAMA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,JAIAMA,UPPER KAMA,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
SOUTHERN,BO,JAIAMA,UPPER NIAWA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,JAIAMA,UPPER NIAWA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,JAIAMA,UPPER NIAWA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,JAIAMA,UPPER NIAWA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,FULAWAHUN,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,FULAWAHUN,B. Primary,SIERRA LEONE ISLAMIC UNION MISSION PRIMARY  
SOUTHERN,BO,KAKUA,FULAWAHUN,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,FULAWAHUN,A. Pre- Primary,SIERRA LEONE UNITED ISLAMIC MISSION PRE-SCHOOL
SOUTHERN,BO,KAKUA,GBANJA TOWN,B. Primary,ISLAMIC CALL SOCIETY PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,GBITIMA,A. Pre- Primary,ROYAL GRACE ACADEMY PRE SCHOOL  
SOUTHERN,BO,KAKUA,GBITIMA,B. Primary,ROYAL GRACE ACADEMY PRIMARY SCHOOL  
SOUTHERN,BO,KAKUA,GBO,B. Primary,UMMATUL ISLAMIC PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,GEOMA,A. Pre- Primary,JOHN INTERNATIONAL ACADEMY  
SOUTHERN,BO,KAKUA,GEOMA,C. Junior Secondary,JOHN INTERNATIONAL ACADEMY
SOUTHERN,BO,KAKUA,GEOMA,B. Primary,JOHN INTERNATIONAL ACADEMY  
SOUTHERN,BO,KAKUA,JABBA LAYOUT,B. Primary,COVENANT INTERNATIONAL ACADEMY  
SOUTHERN,BO,KAKUA,KORJEH SECTION,B. Primary,NATIONAL ISALIMIC PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,KORJEH SECTION,B. Primary,CHRIST  HARVESTERS  PRIMARY  SCHOOL  
SOUTHERN,BO,KAKUA,KPANDOBU SECTION,B. Primary,UMALTUL ISLAMIC FULAH GBOFIO  
SOUTHERN,BO,KAKUA,KPANDOBU SECTION,B. Primary,SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,KPANDOBU SECTION,B. Primary,SEVENTH DAY ADVENTIST PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,KPANDOBU SECTION,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,KPANDOBU SECTION,B. Primary,ANSARUL ISLAMIC PRIMARY SCHOOL  
SOUTHERN,BO,KAKUA,NDUVUIBU,B. Primary,METHODIST PRIMARY  
SOUTHERN,BO,KAKUA,NDUVUIBU,A. Pre- Primary,SAINT CHARLES LWANGA'S PRE SCHOOL  
SOUTHERN,BO,KAKUA,NDUVUIBU,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,NDUVUIBU,B. Primary,SAINT CHARLES LWANGA PRIMARY SCHOOL  
SOUTHERN,BO,KAKUA,NEW ENGLAND VILLE,B. Primary,SIERRA LEONE YOUTH MUSLIM MOVEMENT PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,NEW LONDON,B. Primary,ALADURA PRIMARY SCHOOL  
SOUTHERN,BO,KAKUA,NEW LONDON,D. Senior Secondary,ALLAWALLIE  INTERNATIONAL  ACADEMY  
SOUTHERN,BO,KAKUA,NEW LONDON,C. Junior Secondary,ALLAWALLIE INTERNATIONAL ACADEMY  
SOUTHERN,BO,KAKUA,NEW LONDON,A. Pre- Primary,ALLAWALLIE INTERNATIONAL ACADEMY NURSERY  
SOUTHERN,BO,KAKUA,NEW LONDON,C. Junior Secondary,ANSARUL ISLAMIC JUNIOR SECONDARY SCHOOL
SOUTHERN,BO,KAKUA,NEW LONDON,D. Senior Secondary,ANSARAUL ISLAMIC SENIOR SECONDARY SCHOOL
SOUTHERN,BO,KAKUA,NEW LONDON,C. Junior Secondary,SAMBAGINS INTERNATIONAL ACADEMY OF SCIENCE & TECHNOLOGY  
SOUTHERN,BO,KAKUA,NEW LONDON,A. Pre- Primary,SAMBAGINS INTERNATIONAL ACADEMY OF SCIENCE AND TECHNOLOGY  
SOUTHERN,BO,KAKUA,NEW LONDON,D. Senior Secondary,SAMBAGINS INTERNATIONAL ACADEMY OF SCIENCE AND TECHNOLOGY  
SOUTHERN,BO,KAKUA,NEW LONDON,B. Primary,SAMBACINS INTERNATIONAL ACADEMY OF SCIENCE AND TECHNOLOGY  
SOUTHERN,BO,KAKUA,NEW LONDON,B. Primary,NATIONAL PENTECOSTAL PRIMARY SCHOOL  
SOUTHERN,BO,KAKUA,NEW LONDON,B. Primary,ANSARUL ISLAMIC PRIMARY  
SOUTHERN,BO,KAKUA,NEW LONDON,B. Primary,UNITED BRETHEN IN CHRIST JUSU MEMORIAL PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,NEW LONDON,B. Primary,ALLAWALLIE INTERNATIONAL ACADEMY PRIMARY SCHOOL  
SOUTHERN,BO,KAKUA,NEW YORK,A. Pre- Primary,CHRIST EVANGELICAL COMMUNITY PREPARATORY SCHOOL  
SOUTHERN,BO,KAKUA,NEW YORK,A. Pre- Primary,"GRACE   ACADEMY   PRE-SCHOOL  NEW  YORK   SECTION  , BO  CITY  "
SOUTHERN,BO,KAKUA,NEW YORK,A. Pre- Primary,PROVIDENCE INTERNATIONAL ACADEMY PRE-SCHOOL  
SOUTHERN,BO,KAKUA,NEW YORK,A. Pre- Primary,SAFE HAVEN FOR CHILDREN ACADEMY  
SOUTHERN,BO,KAKUA,NEW YORK,A. Pre- Primary,WOMEN'S EMPOWERMENT PRE-SCHOOL  
SOUTHERN,BO,KAKUA,NEW YORK,B. Primary,SAFE HAVEN FOR CHILDREN ACADEMY  
SOUTHERN,BO,KAKUA,NEW YORK,B. Primary,GREAT KAKUA SCHOOL FOR THE DEAF  
SOUTHERN,BO,KAKUA,NEW YORK,B. Primary,CHRIST EVANGELICAL COMMUNITY PRIMARY SCHOOL  
SOUTHERN,BO,KAKUA,NEW YORK,B. Primary,"GRACE   ACADEMY  PRE-SCHOOL , NEW  YORK  SECTION  - BO  "
SOUTHERN,BO,KAKUA,NEW YORK,B. Primary,BENMAT EDUCATION PRIMARY  
SOUTHERN,BO,KAKUA,NEW YORK,B. Primary,SEVENTH DAY ADVENTIST PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,NEW YORK,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,NGUABU,B. Primary,UNITED METHODIST CHURCH PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,NGUABU,B. Primary,CHRIST IS THE ANSWER MISSION C.A.M. PRIMARY SCHOOL  
SOUTHERN,BO,KAKUA,NGUABU,B. Primary,"NEW HARVEST CHRISTIAN  PRIMARY  SCHOOL , BO  "
SOUTHERN,BO,KAKUA,NGUABU,C. Junior Secondary,MOUNT  HOREB  COMMUNITY  JUNIOR  SECONDARY  SCHOOL
SOUTHERN,BO,KAKUA,NGUABU,B. Primary,"A.C.E.F.  PRIMARY  SCHOOL , KPETEMA  "
SOUTHERN,BO,KAKUA,NGUABU,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,NGUABU,D. Senior Secondary,FIRE TO FIRE
SOUTHERN,BO,KAKUA,NGUABU,C. Junior Secondary,FIRE TO FIRE JUNIOR SECONDARY SCHOOL
SOUTHERN,BO,KAKUA,NGUABU,A. Pre- Primary,FIRE TO FIRE PRESCHOOL
SOUTHERN,BO,KAKUA,NGUABU,B. Primary,FIRE TO FIRE PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,NGUABU,B. Primary,SEVENTH DAY ADVENTIST PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,NGUABU,C. Junior Secondary,CHRIST THE KING COLLEGE  
SOUTHERN,BO,KAKUA,NGUABU,D. Senior Secondary,CHRIST THE KING COLLEGE SENIOR SECONDARY SCHOOL.  
SOUTHERN,BO,KAKUA,NIAGORIHUN,A. Pre- Primary,BARACK OBAMA LEADERSHIP ACADEMY PRESCHOOL
SOUTHERN,BO,KAKUA,NIAGORIHUN,B. Primary,BARACK OBAMA LEADERSHIP ACADEMY PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,NWAYA SECTION,B. Primary,COMMUNITY PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,NWAYA SECTION,B. Primary,CHRIST IS THE ANSWER MISSION PRIMARY  SCHOOL  
SOUTHERN,BO,KAKUA,NYADA TOWN,C. Junior Secondary,BILAL ISLAMIC JUNIOR  SECONDARY SCHOOL  
SOUTHERN,BO,KAKUA,NYALLAY,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,NYALLAY,B. Primary,CHRIST IS THE ANSWER PRIMARY  
SOUTHERN,BO,KAKUA,NYALLAY,B. Primary,SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,NYALLAY,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,NYANDABO TOWN,B. Primary,BILAL ISLAMIC PRIMARY SCHOOL  
SOUTHERN,BO,KAKUA,NYAWA,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,NYAWA,B. Primary,UMMATUL ISLAMIC PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,SAMAMIE,B. Primary,FALABA COMMUNITY PRIMARY SCHOOL  
SOUTHERN,BO,KAKUA,SAMAMIE,B. Primary,NATIONAL ISALIMIC PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,SAMAMIE,A. Pre- Primary,BLESSED ACADEMY PREPARATORY SCHOOL  
SOUTHERN,BO,KAKUA,SAMAMIE,B. Primary,VISION ACADEMY PRIMARY  
SOUTHERN,BO,KAKUA,SAMAMIE,B. Primary,BLESSED ACADEMY PREPARATORY SCHOOL  
SOUTHERN,BO,KAKUA,SAMAMIE,B. Primary,NATIONAL ISALIMIC PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,SAMAMIE,A. Pre- Primary,VISION ACADEMY PRE PRIMARY  
SOUTHERN,BO,KAKUA,SAMAMIE,C. Junior Secondary,GRACE ACADEMY JUNIOR SECONDARY SCHOOL  
SOUTHERN,BO,KAKUA,SAMAMIE,B. Primary,BELIEVERS CHRISTIAN COMMUNITY PRIMARY SCHOOL  
SOUTHERN,BO,KAKUA,SAMAMIE,A. Pre- Primary,EVERY NATION ACADEMY PRE SCHOOL  
SOUTHERN,BO,KAKUA,SAMAMIE,B. Primary,TAUHID ISLAMIC PRIMARY SCHOOL  
SOUTHERN,BO,KAKUA,SAMAMIE,B. Primary,KEN WIEBE PRIMARY SCHOOL  
SOUTHERN,BO,KAKUA,SAMAMIE,B. Primary,COMMUNITY PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,SAMAMIE,B. Primary,NAMYA ISLAMIC PRIMARY SCHOOL  
SOUTHERN,BO,KAKUA,SAMAMIE,A. Pre- Primary,BENMAT EDUCATION PRE-PRIMARY SCH.  
SOUTHERN,BO,KAKUA,SAMAMIE,B. Primary,"NEW HARVEST CHRISTIAN PRIMARY SCHOOL , PINDEGUMAHUN  "
SOUTHERN,BO,KAKUA,SAMMAMIE,B. Primary,EVERY NATION ACADEMY PRIMARY SCHOOL KEBBIE TOWN
SOUTHERN,BO,KAKUA,SANDEMAHUN,A. Pre- Primary,DISTRICT EDUCATION COMMITTEE PRE-PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,SEWA,B. Primary,ADONAI  ACADEMY
SOUTHERN,BO,KAKUA,SEWA,A. Pre- Primary,ADONAI ACADEMY  PERSCHOOL
SOUTHERN,BO,KAKUA,SEWA SECTION,B. Primary,CHRIST HARVESTERS PRIMARY SCHOOL  
SOUTHERN,BO,KAKUA,SEWA SECTION,B. Primary,BILAL ISLAMIC PRIMARY SCHOOL  
SOUTHERN,BO,KAKUA,SEWA SECTION,B. Primary,NATIONS EVANGELISTIC MINISTRY ACADEMY  
SOUTHERN,BO,KAKUA,SEWA SECTION,B. Primary,BRIGHTER FUTURE ACADEMY  
SOUTHERN,BO,KAKUA,SEWA SECTION,B. Primary,AL-QUUDUS ISLAMIC PRIMARY SCHOOL  
SOUTHERN,BO,KAKUA,SEWA SECTION,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,SHERIFF TOWN,A. Pre- Primary,GRACE PRE SCHOOL  
SOUTHERN,BO,KAKUA,SHERIFF TOWN,B. Primary,GRACE ACADEMY PRIMARY SCHOOL SHERIFF TOWN
SOUTHERN,BO,KAKUA,SINDEH SECTION,B. Primary,SINDEH COMMUNITY PRIMARY SCHOOL  
SOUTHERN,BO,KAKUA,SINDEH SECTION,B. Primary,SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,SINDEH SECTION,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,KAKUA,SINDEH SECTION,B. Primary,UMALTUL ISLAMIC PRIMARY SCHOOL
SOUTHERN,BO,KOMBOYA,KEMOH,B. Primary,ANSURUL ISLAMIC PRIMARY  
SOUTHERN,BO,KOMBOYA,KEMOH,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,KOMBOYA,KEMOH,B. Primary,NAMYA ISLAMIC PRIMARY  
SOUTHERN,BO,KOMBOYA,KESUA,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,KOMBOYA,KESUA,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,KOMBOYA,KESUA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,KOMBOYA,KESUA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,KOMBOYA,KESUA,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,KOMBOYA,KESUA,B. Primary,ANSARUL ISLAMIC PRIMARY  
SOUTHERN,BO,KOMBOYA,MANGARU,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,KOMBOYA,SEI,C. Junior Secondary,NJALA KOMBOYA JUNIOR SEC. SCH.  
SOUTHERN,BO,KOMBOYA,SEI,B. Primary,ANSARUL ISLAMIC PRIMARY  
SOUTHERN,BO,KOMBOYA,SEI,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,KOMBOYA,SEI,B. Primary,ROMAN CATHOLIC PRIMARY SCHOOL
SOUTHERN,BO,KOMBOYA,TONGOWA,B. Primary,ANSARUL ISLAMIC PRIMARY  
SOUTHERN,BO,KOMBOYA,TONGOWA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,KOMBOYA,TONGOWA,B. Primary,DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL
SOUTHERN,BO,KOMBOYA,TONGOWA,B. Primary,SAINT BENEDIT PRIMARY  
SOUTHERN,BO,LUGBU,GAO,B. Primary,NAMYA ISLAMIC PRIMARY SCHOOL  
SOUTHERN,BO,LUGBU,GAO,B. Primary,AHMADIYYA MUSLIM PRIMARY SCHOOL
SOUTHERN,BO,LUGBU,GAO,B. Primary,COMMUNITY PRIMARY SCHOOL
SOUTHERN,BO,LUGBU,GAO,B. Primary,METHODIST PRIAMRY SCHOOL  
SOUTHERN,BO,LUGBU,GAO,B. Primary,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL
SOUTHERN,BO,LUGBU,GAO,B. Primary,ISLAMIC CALL SOCIETY PRIMARY SCHOOL
